ifct_code,group_code,group_name,dataset_scope,official_label,source_table,extraction_method,review_status,review_note
P080,P,Marine Fish,core_table_1,Stingray (Dasyatis pastinaca),Table 1,direct_extract,reviewed,
P081,P,Marine Fish,core_table_1,Tarlava(Drepane punctata),Table 1,direct_extract,reviewed,
P082,P,Marine Fish,core_table_1,Tholam (Plectorhinchus schotaf),Table 1,direct_extract,reviewed,
P083,P,Marine Fish,core_table_1,Tilapia (Oreochromis niloticus),Table 1,direct_extract,reviewed,
P084,P,Marine Fish,core_table_1,Tuna(Euthynnus affinis),Table 1,direct_extract,reviewed,
P085,P,Marine Fish,core_table_1,"Tuna, striped (Katsuwonus pelamis)",Table 1,direct_extract,reviewed,
P086,P,Marine Fish,core_table_1,Valava (Chirocentrus nudus),Table 1,direct_extract,reviewed,
P087,P,Marine Fish,core_table_1,Vanjaram (Scomberomorus commerson),Table 1,direct_extract,reviewed,
P088,P,Marine Fish,core_table_1,Vela meen (Aprion virescens),Table 1,direct_extract,reviewed,
P089,P,Marine Fish,core_table_1,Vora (Siganus javus),Table 1,direct_extract,reviewed,
P090,P,Marine Fish,core_table_1,Whale shark(Galeocerdo cuvier),Table 1,direct_extract,reviewed,
P091,P,Marine Fish,core_table_1,Xiphinis (Xiphias gladius),Table 1,direct_extract,reviewed,
P092,P,Marine Fish,core_table_1,"Eggs, Cat fish (Ompok bimaculatus)",Table 1,manual_reviewed_wrapped_row,reviewed,
Q001,Q,Marine Shellfish,core_table_1,Crab (Menippe mercenaria),Table 1,direct_extract,reviewed,
Q002,Q,Marine Shellfish,core_table_1,"Crab, sea (Portunus sanguinolentus)",Table 1,direct_extract,reviewed,
Q003,Q,Marine Shellfish,core_table_1,"Lobster, brown (Thenus orientalis)",Table 1,direct_extract,reviewed,
Q004,Q,Marine Shellfish,core_table_1,"Lobster, king size (Thenus orientalis)",Table 1,direct_extract,reviewed,
Q005,Q,Marine Shellfish,core_table_1,Mud crab (Scylla tranquebarica),Table 1,direct_extract,reviewed,
Q006,Q,Marine Shellfish,core_table_1,Oyster (Crassostrea sp.),Table 1,direct_extract,reviewed,
Q007,Q,Marine Shellfish,core_table_1,"Tiger prawns, brown (Solenocera crassicornis)",Table 1,direct_extract,reviewed,
Q008,Q,Marine Shellfish,core_table_1,"Tiger Prawns, orange (Penaeus monodon)",Table 1,direct_extract,reviewed,
R001,R,Marine Mollusks,core_table_1,"Clam, green shell (Perna viridis )",Table 1,direct_extract,reviewed,
R002,R,Marine Mollusks,core_table_1,"Clam, white shell, ribbed (Meretrix meretrix)",Table 1,direct_extract,reviewed,
R003,R,Marine Mollusks,core_table_1,Octopus (Octopus vulgaris),Table 1,direct_extract,reviewed,
R004,R,Marine Mollusks,core_table_1,"Squid, black (Loligo sp.)",Table 1,direct_extract,reviewed,
R005,R,Marine Mollusks,core_table_1,"Squid, hard shell (Sepia pharaonis)",Table 1,direct_extract,reviewed,
R006,R,Marine Mollusks,core_table_1,"Squid, red (Loligo duvaucelii)",Table 1,direct_extract,reviewed,
R007,R,Marine Mollusks,core_table_1,"Squid, white, small (Uroteuthis duvauceli)",Table 1,direct_extract,reviewed,
S001,S,Fresh Water Fish and Shellfish,core_table_1,Cat fish (Tandanus tandanus),Table 1,direct_extract,reviewed,
S002,S,Fresh Water Fish and Shellfish,core_table_1,Catla(Catla catla),Table 1,direct_extract,reviewed,
S003,S,Fresh Water Fish and Shellfish,core_table_1,Freshwater Eel (Anguilla anguilla),Table 1,direct_extract,reviewed,
S004,S,Fresh Water Fish and Shellfish,core_table_1,Gold fish (Carassius auratus),Table 1,direct_extract,reviewed,
S005,S,Fresh Water Fish and Shellfish,core_table_1,Pangas (Pangasianodon hypophthalmus),Table 1,direct_extract,reviewed,
S006,S,Fresh Water Fish and Shellfish,core_table_1,Rohu(Labeo rohita),Table 1,direct_extract,reviewed,
S007,S,Fresh Water Fish and Shellfish,core_table_1,Crab(Pachygrapsus sp.),Table 1,direct_extract,reviewed,
S008,S,Fresh Water Fish and Shellfish,core_table_1,"Prawns, big (Macrobrachium rosenbergii)",Table 1,direct_extract,reviewed,
S009,S,Fresh Water Fish and Shellfish,core_table_1,"Prawns, small (Macrobrachium sp.)",Table 1,direct_extract,reviewed,
S010,S,Fresh Water Fish and Shellfish,core_table_1,Tiger prawns (Macrobrachium sp.),Table 1,direct_extract,reviewed,
T001,T,Edible Oils and Fats,fatty_acid_table_12_only,Coconut oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T002,T,Edible Oils and Fats,fatty_acid_table_12_only,Corn oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T003,T,Edible Oils and Fats,fatty_acid_table_12_only,Cotton seed oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T004,T,Edible Oils and Fats,fatty_acid_table_12_only,Gingelly oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T005,T,Edible Oils and Fats,fatty_acid_table_12_only,Groundnut oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T006,T,Edible Oils and Fats,fatty_acid_table_12_only,Mustard oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T007,T,Edible Oils and Fats,fatty_acid_table_12_only,Palm oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T008,T,Edible Oils and Fats,fatty_acid_table_12_only,Rice bran oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T009,T,Edible Oils and Fats,fatty_acid_table_12_only,Safflower oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T010,T,Edible Oils and Fats,fatty_acid_table_12_only,Safflower oil (blended),Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T011,T,Edible Oils and Fats,fatty_acid_table_12_only,Soyabean oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T012,T,Edible Oils and Fats,fatty_acid_table_12_only,Sunflower oil,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T013,T,Edible Oils and Fats,fatty_acid_table_12_only,Ghee,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
T014,T,Edible Oils and Fats,fatty_acid_table_12_only,Vanaspati,Table 12,manual_reviewed_table_12,reviewed,"Group T appears in fatty-acid tables, not Table 1."
